,Products,Reciept_ID,Serial No.,Quantity,Sales Price,Unit Price,Cost_Price,Date and Time
225,SNOWMAN ERASABLE MARKER70 GREEN,000014,148035,41,7809,190.46341463414635,180.94024390243902,03/29/2018 01:58 AM
226,BLACK SPRAY PAINT ASMACO,000014,126677,46,2438,53.0,50.35,03/30/2018 11:15 AM
227,2 KG UP SINGHARI (FRESH WATER),0000140,161321,75,3375,45.0,42.75,03/30/2018 11:15 AM
228,SKIDS GIRLS SKIRT COMBO1 5-10Y,0000140,111813,27,5172,191.55555555555554,181.97777777777776,03/30/2018 11:15 AM
229,YARN DYED WOVEN,0000140,113129,18,608,33.77777777777778,32.08888888888889,03/30/2018 11:15 AM
230,B-06A+B,0000140,113173,32,7772,242.875,230.73125,03/30/2018 11:15 AM
231,ULTRA SHINE CAR WASH&WAX 64OZ AA,0000140,126684,97,6710,69.17525773195877,65.71649484536083,03/31/2018 09:56 PM
232,SKIDS BOYS SHIRT APPLIQ 5-12YR,0000140,111828,59,651,11.033898305084746,10.482203389830508,03/31/2018 09:56 PM
233,DENIM SKIRT W /APPLIQUE PANEL,0000140,145803,36,9542,265.05555555555554,251.80277777777778,03/31/2018 09:56 PM
234,T-SHIRT W/PATCH FOLDER AT ARMH,0000140,135844,33,3838,116.3030303030303,110.48787878787878,03/31/2018 09:56 PM
235,NOKIA 7310 SUPER NOVA,0000140,140457,96,1745,18.177083333333332,17.268229166666664,03/31/2018 09:56 PM
236,SALAM SUBJECT SPRIAL COPY #5,0000141,151600,63,3755,59.6031746031746,56.62301587301587,04/01/2018 07:01 AM
237,SCOTCH EX CLASSIC PENCIL W/ERASER,0000141,147948,10,787,78.7,74.765,04/01/2018 07:01 AM
238,NOKIA N82 CELL PHONE,0000141,135631,96,3292,34.291666666666664,32.577083333333334,04/01/2018 07:01 AM
239,AMOS I DOUGH 8 COLORS,0000141,130372,82,6186,75.4390243902439,71.66707317073171,04/01/2018 07:01 AM
240,PANASONIC HIFI CS-VK950,0000141,124247,62,7845,126.53225806451613,120.20564516129032,04/01/2018 07:01 AM
241,SKIDS BOYS SHIRT R-NCK YL 5-12,0000141,111838,58,237,4.086206896551724,3.881896551724138,04/01/2018 07:01 AM
242,MEN'S WOVEN BOXER,0000141,111793,61,2999,49.16393442622951,46.705737704918036,04/01/2018 07:01 AM
243,G-207,0000142,113183,72,3738,51.916666666666664,49.32083333333333,04/06/2018 05:59 PM
244,SKIDS BOYS SLVLESS BLACK 5-12,0000142,112026,35,1083,30.942857142857143,29.395714285714284,04/06/2018 05:59 PM
245,"BLACK BOARD 24"" X 36""",0000142,125915,44,5738,130.4090909090909,123.88863636363637,04/06/2018 05:59 PM
246,FANCY CLIP BOARD JUMBO,0000142,147949,53,3274,61.77358490566038,58.68490566037736,04/06/2018 05:59 PM
247,LINEN SHIRTS,0000143,113150,57,4716,82.73684210526316,78.60000000000001,04/06/2018 05:59 PM
248,"WIDESCREEN, 2500:1,5MS RESPONS",0000143,126705,64,2331,36.421875,34.60078125,04/06/2018 05:59 PM
249,MOCK NECK FRONTOPEN SWEATSHIRT,0000143,111766,94,1192,12.680851063829786,12.046808510638296,04/06/2018 05:59 PM
250,T.SHIRT,0000143,122706,19,461,24.263157894736842,23.05,04/06/2018 05:59 PM
251,103,0000143,113169,28,2205,78.75,74.8125,04/06/2018 05:59 PM
252,TOUCHMATE USB WEBCAM 1.3MP,0000143,131274,54,329,6.092592592592593,5.787962962962963,04/06/2018 05:59 PM
253,PAN READY,0000143,162210,61,8731,143.13114754098362,135.97459016393444,04/07/2018 04:18 PM
254,"ACER 20"" MONITOR AL2016WB",0000143,126707,25,9098,363.92,345.724,04/07/2018 04:18 PM
255,LETTERING STENCIL 20MM,0000143,130379,17,8038,472.8235294117647,449.1823529411765,04/07/2018 04:18 PM
256,SKIDS GIRLS SHRT FLR GRN 5-12Y,0000143,111955,40,8358,208.95,198.5025,04/09/2018 01:33 AM
257,BH MEN WRINKLE FREE CANVAS TROUSE,0000144,116362,53,6982,131.73584905660377,125.14905660377357,04/09/2018 01:33 AM
258,5 COLORS,0000144,116357,21,5319,253.28571428571428,240.62142857142857,04/09/2018 01:33 AM
259,"BLACK BOARD 24"" X 36""",0000144,125915,77,5967,77.49350649350649,73.61883116883116,04/09/2018 01:33 AM
260,MENS SWIMMING SHORT,0000144,135225,81,9002,111.1358024691358,105.579012345679,04/09/2018 01:33 AM
261,"TROUSER 32""  WAIST",0000144,116366,68,3162,46.5,44.175,04/09/2018 01:33 AM
262,PANASONIC MINI DV GS-85,0000144,231277,80,8646,108.075,102.67125,04/09/2018 01:33 AM
263,"ANGLE GRINDER 2000W 7"" B&D",0000144,156036,45,9817,218.15555555555557,207.2477777777778,04/11/2018 02:54 PM
264,600 WATT,0000144,142038,15,5573,371.53333333333336,352.9566666666667,04/11/2018 02:54 PM
265,"DC2.0GH,2GB,160HDD,BT,12.1,CAM",0000144,126761,76,3356,44.1578947368421,41.949999999999996,04/11/2018 02:54 PM
266,FAIRLINE BATHTOWEL 70X140CM,0000145,152086,39,8344,213.94871794871796,203.25128205128206,04/11/2018 02:54 PM
267,AMOS GLITTER POWDER NEON,0000145,130370,64,2662,41.59375,39.5140625,04/11/2018 02:54 PM
268,NOKIA 6600 SLIDER,0000145,138927,57,7235,126.9298245614035,120.58333333333333,04/11/2018 02:54 PM
269,103,0000145,113169,72,8337,115.79166666666667,110.00208333333333,04/11/2018 02:54 PM
270,KNITTED VEST JERSEY,0000146,153960,34,4209,123.79411764705883,117.60441176470589,04/11/2018 05:56 AM
271,"1.8 DUAL CORE,1GB,LAN,160BG HD",0000146,126718,70,7718,110.25714285714285,104.74428571428571,04/11/2018 05:56 AM
272,FAIRLINE BATHSHEET 90X150CM BE,0000146,153439,10,5448,544.8,517.56,04/13/2018 01:13 PM
273,2PC PILLAR CANDLE 60/130,0000146,144524,30,3480,116.0,110.2,04/13/2018 01:13 PM
274,ABEERAZ MEN'S PIQUE POLO S/XL,0000147,131055,4,244,61.0,57.95,04/13/2018 01:13 PM
275,FRENCH TERRY TRACK SUIT,0000147,139762,69,1522,22.057971014492754,20.955072463768115,04/13/2018 01:13 PM
276,NOKIA 5610 CELL PHONE,0000147,133099,38,1273,33.5,31.825,04/13/2018 01:13 PM
277,"DC1.8,512,80GB, KB,MOUSE",0000148,126692,71,1739,24.492957746478872,23.26830985915493,04/14/2018 06:01 AM
278,"2GB,320GBHD,15.6"" LED,DVD,BT,C",0000148,135934,99,9247,93.4040404040404,88.73383838383837,04/14/2018 06:01 AM
279,750-1000GM GRASS CARP,0000148,123847,73,8188,112.16438356164383,106.55616438356164,04/14/2018 06:01 AM
280,AMOS TATTOO GEL PEN,0000148,130374,11,2835,257.72727272727275,244.84090909090912,04/14/2018 06:01 AM
281,MENS3/4 TROUSER MICRO,0000149,122712,88,929,10.556818181818182,10.028977272727273,04/17/2018 12:14 PM
282,GIRLS KURTA SHALWAR,0000149,113194,8,4193,524.125,497.91875,04/17/2018 12:14 PM
283,PANT OF FABRIC COMBO -2,0000149,171689,54,7694,142.4814814814815,135.3574074074074,04/17/2018 12:14 PM
284,B&D CIRCULAR SAW 1500W 184MM,0000149,156038,11,3824,347.6363636363636,330.25454545454545,04/17/2018 12:14 PM
285,"AMOS GLITTER KIT ""POWDER & GLUE""",0000149,130369,34,7050,207.35294117647058,196.98529411764704,04/20/2018 03:18 AM
286,ELASTIGATED FROCKS,000015,113083,59,8922,151.22033898305085,143.65932203389832,04/20/2018 03:18 AM
287,G-208,000015,113185,55,4450,80.9090909090909,76.86363636363636,04/20/2018 03:18 AM
288,SALAM SUBJECT SPRIAL COPY #5,0000150,151600,10,4807,480.7,456.66499999999996,04/20/2018 03:18 AM
289,DANGREE WHITE MEDIUM,0000150,153911,11,1813,164.8181818181818,156.5772727272727,04/20/2018 03:18 AM
290,SKIDS BOYS SHIRT BLACK 5-12YR,0000150,111844,47,6956,148.0,140.6,04/20/2018 06:13 PM
291,EPSON LQ-2090 DOT MATRIX PRINTER,0000150,135887,4,6744,1686.0,1601.7,04/20/2018 06:13 PM
292,T1 SMOKED VEAL,0000151,123851,14,4626,330.42857142857144,313.90714285714284,04/20/2018 06:13 PM
293,SKIDS BOYS BOXERS LONG WVN 5-1,0000151,111989,6,858,143.0,135.85,04/20/2018 06:13 PM
294,"TFT65K,CAM,TALK5:20H,MEM 32MB,",0000151,141978,97,1911,19.701030927835053,18.7159793814433,04/20/2018 06:13 PM
295,SALAM SPRIAL NOTE COPY #4,0000152,151754,76,6388,84.05263157894737,79.85,04/20/2018 06:13 PM
296,"PANASONIC 50"" PLASMA TH-50PV70",0000152,113334,4,5260,1315.0,1249.25,04/20/2018 06:13 PM
297,PRINTED KNITTED,0000152,113112,54,4734,87.66666666666667,83.28333333333333,04/21/2018 01:36 PM
298,G-08A+B+C,0000152,113166,19,5859,308.36842105263156,292.95,04/21/2018 01:36 PM
299,EPSON TM-220PD RECEIPT PRINTER,0000153,132144,33,231,7.0,6.65,04/21/2018 01:36 PM
300,SP,0000153,126029,48,5737,119.52083333333333,113.54479166666667,04/21/2018 01:36 PM
301,RED SPRAY PAINT ASMACO,0000153,113203,79,5844,73.9746835443038,70.27594936708861,04/21/2018 01:36 PM
302,POPLIN TROUSER,0000153,113114,57,1969,34.54385964912281,32.81666666666667,04/21/2018 01:36 PM
303,FLINE BATHSHEET 90X150CM MIN B,0000153,113352,56,3707,66.19642857142857,62.886607142857144,04/21/2018 01:36 PM
304,MENS V NECK SHIRT F/S,0000153,175419,10,7832,783.2,744.0400000000001,04/21/2018 03:19 AM
305,TOUCHMATE 5.1 DIGITAL SPEAKER,0000153,121871,71,4289,60.40845070422535,57.388028169014085,04/21/2018 03:19 AM
306,EPSON TM-220PA RECEIPT PRINTER,0000153,132145,69,5712,82.78260869565217,78.64347826086956,04/21/2018 03:19 AM
307,LEATHER CARE 9.5 OZ AA,0000154,113200,5,4701,940.2,893.19,04/21/2018 03:19 AM
308,SKIDS GIRLS CAPRICE 5-12YR,0000154,111823,74,7505,101.41891891891892,96.34797297297297,04/23/2018 02:29 PM
309,T1 400GMX16 EVERYDAY JAR PROMO,0000154,231380,75,8008,106.77333333333333,101.43466666666666,04/23/2018 02:29 PM
310,SNOWMAN ERASABLE MARKER70 BLACK,0000154,147950,34,736,21.647058823529413,20.564705882352943,04/23/2018 02:29 PM
311,PANASONIC AMPILIFIER CY-PAD-10,0000154,123700,65,1857,28.56923076923077,27.140769230769234,04/23/2018 02:29 PM
312,145G NESCAFE CAPUCINO STRONG,0000155,123845,94,3801,40.43617021276596,38.414361702127664,04/24/2018 03:43 AM
313,MENS TROUSER MICROFIBER A-1362,0000155,135219,98,3265,33.316326530612244,31.65051020408163,04/24/2018 03:43 AM
314,"DC1.6,1GB,80GB,VISTA BAS,CAM,D",0000155,126713,79,1365,17.27848101265823,16.41455696202532,04/24/2018 03:43 AM
315,RIZVI SPIRAL SUBJECT COPY #2,0000155,120795,8,6845,855.625,812.84375,04/24/2018 03:43 AM
316,SALAM SPRIAL NOTE COPY #2,0000155,151752,78,4440,56.92307692307692,54.07692307692307,04/24/2018 03:43 AM
317,KNITTED SHIRT,0000155,113132,97,2853,29.412371134020617,27.941752577319587,04/24/2018 06:25 AM
318,ROTARY HAMMR 800W 26MM SDS BOSCH,0000156,156024,87,5147,59.160919540229884,56.20287356321839,04/24/2018 06:25 AM
319,RIZVI SPIRAL NOTECOPY #3,0000156,120786,50,8395,167.9,159.505,04/24/2018 06:25 AM
320,250 ML RGB 7-UP SHELL + BOTTLES,0000156,231346,7,2364,337.7142857142857,320.8285714285714,04/24/2018 06:25 AM
321,PANASONIC HIFI SC VK-31,0000156,113325,57,2007,35.21052631578947,33.449999999999996,04/25/2018 12:37 AM
322,SKIDS BOYS WOVEN BOXERS 5-12YR,0000156,111971,32,557,17.40625,16.5359375,04/25/2018 12:37 AM
323,SALAM SUBJECT SPRIAL COPY #4,0000156,151599,80,712,8.9,8.455,04/25/2018 12:37 AM
324,G-0712-A+B+C,0000157,113193,85,2687,31.611764705882354,30.031176470588235,04/25/2018 12:37 AM
325,LETTERING STENCIL 30MM/1.4,0000157,130381,93,2073,22.29032258064516,21.175806451612903,04/25/2018 12:37 AM
326,STP BRAKE FLUID,0000157,126682,59,3328,56.40677966101695,53.5864406779661,04/26/2018 11:35 PM
327,19L BLK WATER SUFI EMPTY,0000157,123821,80,2924,36.55,34.7225,04/26/2018 11:35 PM
328,"1GBDDR3,HDD250GB,CAM,BT,WIN7",0000157,153096,64,2087,32.609375,30.97890625,04/26/2018 11:35 PM
329,250 ML RGB SPRITE ZERO SHELL + BO,0000157,119293,80,3084,38.55,36.622499999999995,04/26/2018 11:35 PM
330,BLUE SPRAY PAINT ASMACO,0000157,113204,66,335,5.075757575757576,4.821969696969697,04/26/2018 11:35 PM
331,"CLRS:DKGREY,CEMENT,GARGOYLE,ST",0000157,116345,3,9547,3182.3333333333335,3023.2166666666667,04/30/2018 05:17 PM
332,PAN READY HAMOOR -W-,0000157,123714,62,2975,47.983870967741936,45.58467741935484,04/30/2018 05:17 PM
333,TRACK SUIT LADIES,0000157,175423,65,661,10.169230769230769,9.66076923076923,04/30/2018 05:17 PM
334,SURGICAL MASK GREEN (50PCS),0000158,153448,17,4334,254.94117647058823,242.19411764705882,04/30/2018 05:17 PM
335,N97 CELL PHONE MINI,0000158,141977,58,1126,19.413793103448278,18.443103448275863,04/30/2018 05:17 PM
336,KIDS TRACK SUITS,0000158,125615,31,8838,285.0967741935484,270.841935483871,05/01/2018 03:23 AM
337,FAIRLINE FACE TOWEL 30X50CM,0000158,113358,65,3780,58.15384615384615,55.246153846153845,05/01/2018 03:23 AM
338,SKIDS GIRLS CAPRICE 5-12YR,0000159,111823,88,1811,20.579545454545453,19.550568181818182,05/01/2018 03:23 AM
339,FLEECE HOOD SWEATSHIRT W/KANGR,0000159,111767,81,7620,94.07407407407408,89.37037037037037,05/01/2018 03:23 AM
340,BALL CANDLE,0000159,149151,24,7179,299.125,284.16875,05/01/2018 03:23 AM
341,B-002A+B,0000159,113162,53,7644,144.22641509433961,137.01509433962264,05/01/2018 03:23 AM
342,PEICED T-SHIRT,000016,113147,31,9299,299.96774193548384,284.96935483870965,05/01/2018 03:23 AM
343,SKIDS BOYS WOVEN SHRT BLE 5-12,000016,111854,4,7525,1881.25,1787.1875,05/01/2018 03:23 AM
344,NOKIA 2760 CELL PHONE,000016,135672,32,2731,85.34375,81.0765625,05/05/2018 11:14 AM
345,PANASONIC DVD CAMCDR VDR-D160E,000016,239410,64,8541,133.453125,126.78046875,05/05/2018 11:14 AM
346,PEICED T-SHIRT,0000160,113147,38,4350,114.47368421052632,108.75,05/05/2018 11:14 AM
347,FAIRLINE BATHSHEET 90X150CM BE,0000160,153439,34,7934,233.35294117647058,221.68529411764706,05/05/2018 11:14 AM
348,EPSON R230 INKJET PHOTO PRINTER,0000160,131062,97,2122,21.876288659793815,20.782474226804123,05/05/2018 11:14 AM
349,"DC1.3GH,14"",4GB,320GB,HDMI,WFI",0000160,121861,84,589,7.011904761904762,6.661309523809524,05/05/2018 11:14 AM
350,NOKIA 1661,0000161,141658,38,5501,144.76315789473685,137.525,05/05/2018 11:14 AM
351,TRACK SUIT LADIES,0000161,175423,49,7584,154.77551020408163,147.03673469387755,05/05/2018 11:14 AM
352,NOKIA N76 CELL  PHONE,0000161,122744,98,9601,97.96938775510205,93.07091836734695,05/05/2018 11:14 AM
353,"ACER 19"" MONITOR AL1916 WDS",0000161,126706,5,3531,706.2,670.8900000000001,05/06/2018 01:00 PM
354,50GM NESCAFE MATINAL COFFEE,0000162,123822,13,1558,119.84615384615384,113.85384615384615,05/06/2018 01:00 PM
355,FLINE FACE TOWEL 30X50 COFFEE,0000162,113356,58,5380,92.75862068965517,88.12068965517241,05/06/2018 01:00 PM
356,1000ML RGB SPRITE SHELL + BOTTLES,0000162,107106,83,4148,49.975903614457835,47.47710843373494,05/06/2018 01:00 PM
357,FLINE BATHSHEET 90X150CM MIN B,0000163,113352,57,9208,161.5438596491228,153.46666666666664,05/06/2018 01:00 PM
358,2-PC SET,0000163,113148,60,1676,27.933333333333334,26.536666666666665,05/06/2018 01:00 PM
359,G-04A+B+C,0000163,113181,60,1492,24.866666666666667,23.623333333333335,05/06/2018 01:00 PM
360,SKIDS BOYS BOXERS LONG WVN 7-8,0000163,111991,59,1814,30.74576271186441,29.208474576271186,05/06/2018 01:00 PM
361,"WIDESCREEN, 2500:1,5MS RESPONS",0000163,126705,67,9789,146.1044776119403,138.79925373134327,05/06/2018 01:00 PM
362,"AMOS GLITTER KIT ""POWDER & GLUE""",0000164,130369,79,8996,113.87341772151899,108.17974683544304,05/06/2018 01:40 AM
363,MENS SPORTS TROUSER,0000165,171112,19,293,15.421052631578947,14.649999999999999,05/06/2018 01:40 AM
364,"6PC 6"" GLITTER CANDLE",0000165,149068,22,9463,430.1363636363636,408.62954545454545,05/06/2018 01:40 AM
365,SKIDS BOYS HOOD 5-12YRS,0000165,111846,72,6008,83.44444444444444,79.27222222222223,05/06/2018 01:40 AM
366,250 ML RGB COKE SHELL + BOTTLES,0000166,106168,69,95,1.3768115942028984,1.3079710144927534,05/06/2018 01:40 AM
367,NOKIA E61-I CELL PHONE,0000166,120723,43,7913,184.02325581395348,174.8220930232558,05/06/2018 01:40 AM
368,TOUCHMATE NOTEBOOK SKIN,0000166,102946,8,7504,938.0,891.1,05/06/2018 07:46 AM
369,PAN READY HAMOOR -W-,0000167,123714,84,7550,89.88095238095238,85.38690476190476,05/06/2018 07:46 AM
370,GIRLS KURTA SHALWAR,0000167,113194,64,9037,141.203125,134.14296875,05/06/2018 07:46 AM
371,SURGICAL MASK GREEN (50PCS),0000167,153448,63,3086,48.98412698412698,46.53492063492063,05/08/2018 11:12 PM
372,HERO SPIRAL NOTE COPY A4 #2,0000167,129843,27,1718,63.629629629629626,60.44814814814814,05/08/2018 11:12 PM
373,NOKIA 7310 SUPER NOVA,0000167,140457,38,8324,219.05263157894737,208.1,05/08/2018 11:12 PM
374,EPSON LQ300+II DOT MATRIX PRINTER,0000167,131068,59,4712,79.86440677966101,75.87118644067796,05/08/2018 11:12 PM
375,PANASONIC MINI DV GS-60,0000167,171685,23,6778,294.69565217391306,279.9608695652174,05/08/2018 11:12 PM
376,SKIDS MENS WOVEN BOXER L,0000167,112080,25,8671,346.84,329.498,05/08/2018 11:12 PM
377,NOKIA 2680 CELL PHONE,0000168,141251,23,4063,176.65217391304347,167.8195652173913,05/08/2018 11:12 PM
378,"C2D2.0,4GB,320GB,BT,VISTA,512M",0000168,126747,2,5902,2951.0,2803.45,05/08/2018 11:12 PM
379,"C2D,1GB,160GB, KB,MOUSE,DVDR",0000168,126712,75,9999,133.32,126.654,05/08/2018 11:12 PM
380,SNOWMAN ERASABLE MARKER70 BLUE,0000168,147951,31,1346,43.41935483870968,41.248387096774195,05/08/2018 11:12 PM
381,CAR WASH 24OZ AA,0000168,126683,34,7137,209.91176470588235,199.41617647058823,05/12/2018 07:56 PM
382,1000ML RGB SPRITE SHELL + BOTTLES,0000169,107106,92,3504,38.08695652173913,36.18260869565218,05/12/2018 07:56 PM
383,SURGICAL MASK GREEN (50PCS),0000169,153448,24,6276,261.5,248.425,05/12/2018 07:56 PM
384,"DC2.2GHZ,15.6"",2GB,250GB,DVD,W",0000169,119803,22,3088,140.36363636363637,133.34545454545454,05/13/2018 08:41 PM
385,250ML RGB FANTA SHELL + BO,0000169,107078,19,6898,363.05263157894734,344.9,05/13/2018 08:41 PM
386,MENS TROUSER MICROFIBER A-1362,0000169,135219,67,531,7.925373134328358,7.52910447761194,05/13/2018 08:41 PM
387,FAIRLINE FACE TOWEL 30X50CM IV,0000169,113346,65,1790,27.53846153846154,26.161538461538463,05/13/2018 08:41 PM
388,1000 ML RGB PEPSI SHELL + BOTTLES,0000169,123820,78,1663,21.32051282051282,20.25448717948718,05/16/2018 06:07 AM
389,SNOWMAN PERMANENT MARKER90 RED,0000169,130402,25,8451,338.04,321.13800000000003,05/16/2018 06:07 AM
390,SKIDS BOYS SHIRT APPLIQ 5-12YR,0000169,111828,30,8915,297.1666666666667,282.30833333333334,05/16/2018 06:07 AM
391,"DC1.8,512,80GB, KB,MOUSE.SPKR,",0000169,126699,43,8586,199.67441860465115,189.6906976744186,05/16/2018 06:07 AM
392,CAR WASH 24OZ AA,000017,126683,74,9699,131.06756756756758,124.5141891891892,05/16/2018 06:07 AM
393,NOKIA E52,000017,141976,5,8010,1602.0,1521.9,05/17/2018 11:13 AM
394,MENS TROUSER FRENCH TERRY,000017,135224,94,6944,73.87234042553192,70.17872340425532,05/17/2018 11:13 AM
395,RIZVI SPIRAL SUBJECT COPY #3,000017,120806,64,7441,116.265625,110.45234375,05/17/2018 11:13 AM
396,"5MS, CONTRAST 2000:1",0000170,131038,54,677,12.537037037037036,11.910185185185185,05/17/2018 11:13 AM
397,T1 SMOKED VEAL,0000170,123851,17,6302,370.70588235294116,352.1705882352941,05/17/2018 11:13 AM
398,SOCCER UNIFORM,0000171,122710,73,4813,65.93150684931507,62.63493150684932,05/17/2018 11:13 AM
399,BOXER SHORTS,0000171,111785,26,7500,288.46153846153845,274.03846153846155,05/17/2018 11:13 AM
400,T-SHIRT H/S C/F,0000171,135222,24,7373,307.2083333333333,291.84791666666666,05/17/2018 11:13 AM
401,ELASTIGATED FROCKS,0000171,113083,93,1487,15.989247311827956,15.189784946236559,05/17/2018 11:13 AM
402,BH MEN W.FREE TROUSER W TEFLON,0000171,116361,7,1261,180.14285714285714,171.13571428571427,05/22/2018 12:53 PM
403,250ML RGB FANTA SHELL + BO,0000171,107078,33,9887,299.6060606060606,284.6257575757576,05/22/2018 12:53 PM
404,CLRS:MIX,0000171,116337,86,7479,86.96511627906976,82.61686046511628,05/22/2018 12:53 PM
405,"DC2.3GHZ,15.6"",2GB,250GB,DVD,W",0000172,132575,48,7727,160.97916666666666,152.93020833333333,05/22/2018 12:53 PM
406,ELECTRIC FAIR,0000172,112079,79,2875,36.392405063291136,34.57278481012658,05/22/2018 12:53 PM
407,AMOS GLITTER GLUE RAINBOW,0000172,130367,56,4497,80.30357142857143,76.28839285714285,05/23/2018 03:05 AM
408,MUSICAL CAMERA,0000172,153505,75,5799,77.32,73.454,05/23/2018 03:05 AM
409,SKIDS MENS WOVEN BOXER S- XL,0000172,111981,73,6863,94.01369863013699,89.31301369863013,05/23/2018 03:05 AM
410,MENS HOOD,0000172,150037,96,4434,46.1875,43.878125,05/25/2018 11:28 PM
411,A6034,0000172,123519,86,8845,102.84883720930233,97.70639534883722,05/25/2018 11:28 PM
412,T1 65GMX96 BOWL PROMO MAGGI,0000173,213149,99,4558,46.04040404040404,43.73838383838384,05/31/2018 01:06 AM
413,MENS TROUSER MICROFIBER A-1207,0000173,133859,71,6571,92.54929577464789,87.92183098591549,05/31/2018 01:06 AM
414,250 ML RGB FANTA CITRUS SHELL+BO,0000173,119296,29,9892,341.1034482758621,324.048275862069,05/31/2018 01:06 AM
415,TOUCHMATE 5.1 DIGITAL SPEAKER,0000173,121871,90,1822,20.244444444444444,19.232222222222223,05/31/2018 01:06 AM
416,"C2D, 1GB, 160GB, VISTA BUS., D",0000173,126703,59,9246,156.71186440677965,148.87627118644068,05/31/2018 01:06 AM
417,PANASONIC HIFI CS-VK750,0000173,124249,48,3149,65.60416666666667,62.32395833333334,05/31/2018 08:16 AM
418,PANASONIC SPEAKER CJ-DA-6943,0000174,167654,83,1453,17.50602409638554,16.630722891566265,05/31/2018 08:16 AM
419,"5MS, CONTRAST 2000:1",0000174,131038,43,5679,132.06976744186048,125.46627906976745,05/31/2018 09:00 AM
420,B&D HAMMER DRILL 650W 13MM,0000174,156033,40,5008,125.2,118.94,05/31/2018 09:00 AM
421,AMOS I FOAM SUNCATCHER 5 CLRS,0000174,130371,75,2593,34.57333333333333,32.84466666666666,05/31/2018 09:00 AM
422,B-002A+B,0000175,113162,11,6189,562.6363636363636,534.5045454545455,05/31/2018 09:00 AM
423,NOKIA 1661,0000175,141658,81,7527,92.92592592592592,88.27962962962962,05/31/2018 09:00 AM
424,"B&D ANGLE GRINDER 700W 4""",0000175,159388,49,672,13.714285714285714,13.028571428571428,05/31/2018 09:00 AM
425,BOXER SHORTS,0000176,111785,63,9394,149.11111111111111,141.65555555555557,06/03/2018 08:20 AM
426,SALAM SPRIAL NOTE COPY #3,0000176,151753,6,4198,699.6666666666666,664.6833333333333,06/03/2018 08:20 AM
427,CAR WASH 24OZ AA,0000176,126683,96,3721,38.760416666666664,36.82239583333333,06/03/2018 08:20 AM
428,L/S KNITTED LADY  FASHION POLO,0000176,111788,15,1810,120.66666666666667,114.63333333333334,06/04/2018 01:28 PM
429,PW 1700WB,0000176,107997,10,7836,783.6,744.4200000000001,06/04/2018 01:28 PM
430,"FLIP CHART BOARD 24"" X 36""",0000176,136196,88,6839,77.7159090909091,73.83011363636363,06/04/2018 01:28 PM
431,RED SPRAY PAINT ASMACO,0000176,113203,65,545,8.384615384615385,7.9653846153846155,06/04/2018 01:28 PM
432,NOKIA E51,0000176,138928,98,281,2.86734693877551,2.7239795918367347,06/06/2018 01:53 PM
433,DOLL HOUSE 24PCS,0000177,131049,56,2317,41.375,39.30625,06/06/2018 01:53 PM
434,WELDING GLOVES DOUBLE PAIR SET,0000177,153452,99,5932,59.91919191919192,56.92323232323232,06/06/2018 01:53 PM
435,250ML RGB SPRITE 3G SHELL + BO,0000177,107072,33,6875,208.33333333333334,197.91666666666669,06/06/2018 01:53 PM
436,"DC1.8,512,80GB, KB,MOUSE",0000177,126692,98,5742,58.59183673469388,55.662244897959184,06/09/2018 03:29 PM
437,"TFT RESIS 56K,CAM 2MP,RAM 10MB",0000177,141984,85,9743,114.62352941176471,108.89235294117647,06/09/2018 03:29 PM
438,POPLIN FASHION,0000177,113128,82,9992,121.85365853658537,115.7609756097561,06/09/2018 03:29 PM
439,FAIRLINE FACE TOWEL 30X50CM IV,0000177,113346,84,4364,51.95238095238095,49.3547619047619,06/09/2018 03:29 PM
440,MICRO FIBRIC SPORTS TRACK SUIT,0000178,149002,25,143,5.72,5.434,06/09/2018 03:29 PM
441,G-0710-A+B+C,0000178,113187,60,889,14.816666666666666,14.075833333333334,06/09/2018 08:26 AM
442,"TFT65K,CAM,TALK5:20H,MEM 32MB,",0000178,141978,47,1594,33.91489361702128,32.219148936170214,06/09/2018 08:26 AM
443,"C2S1.4,3GB,320GB,14"",VISTA,DVD",0000178,131265,24,3732,155.5,147.725,06/09/2018 08:26 AM
444,SNOWMAN PERMANENT MARKER70 RED,0000178,130394,16,2903,181.4375,172.365625,06/09/2018 08:26 AM
445,BLUE SPRAY PAINT ASMACO,0000179,113204,24,5602,233.41666666666666,221.74583333333334,06/09/2018 08:26 AM
446,PANASONIC HIFI CS-VK950,0000179,124247,83,2026,24.40963855421687,23.189156626506026,06/10/2018 07:36 AM
447,NOKIA E61-I CELL PHONE,0000179,120723,99,5971,60.313131313131315,57.29747474747475,06/10/2018 07:36 AM
448,EPSON PRINTER RIBBON DFX5000/8500,0000179,135905,89,495,5.561797752808989,5.283707865168539,06/10/2018 07:36 AM
449,250 ML RGB PEPSI SHELL + BOTTLES,0000179,119297,18,6780,376.6666666666667,357.83333333333337,06/10/2018 07:36 AM
450,MENS SPORTS TROUSER,000018,171112,77,7684,99.79220779220779,94.8025974025974,06/10/2018 07:36 AM
451,SALAM SPRIAL NOTE COPY #2,000018,151752,52,4498,86.5,82.175,06/17/2018 09:18 AM
452,EPSON CX2900 3 IN 1 PHOTO PRINTER,000018,131066,16,9763,610.1875,579.678125,06/17/2018 09:18 AM
